Video Title: How to Build Instagram N8n Chatbot (No Code)
Channel: Musharaf Khan
URL: https://www.youtube.com/watch?v=a4E3MIDH9fE
--------------------------------------------------------------------------------


[00:00:00] हाय एवरीवन एंड वेलकम बैक टू द चैनल तो आप लोगों में से कई ऐसे लोग होंगे जो Instagram पर
[00:02:00] सके एंड इसकी वजह से उनके जो पोटेंशियल क्लाइंट्स है वो भी लूज होते हैं तो वो आपका ये बॉट
[00:02:05] आराम से लेंगे अगर वो उनके लिए आराम से चीजें क्वालीफाई कर सकता है तो और इसको आप अलग-अलग तरीके
[00:02:10] से और चीजें इसमें फंक्शनैलिटी और फीचर्स ऐड कर सकते हैं जैसे बुकिंग करना मेल्स भेजना कन्फर्मेशन WhatsApp कन्फर्मेशन भेजना
[00:02:16] तो ये सारी चीजें आप और इसके अंदर में इंप्रोवाइज कर सकते हैं बट फिलहाल के लिए हम लोग एक
[00:02:20] सिंपल चैटबॉट बनाएंगे जो एक फिटनेस कोच के नॉलेज बेस के बेसिस पे बनेगा तो इसको हम लोग बनाएंगे एनएम
[00:02:26] के अंदर में और इसके कुछ प्रीरिक्विट है मतलब आपके पास में कुछ चीजें पहले से होनी चाहिए जो आपको
[00:02:31] हेल्प करेगी ये चैट बोर्ड बनाने के लिए तो सबसे पहला यह है कि आपका एक Instagram अकाउंट होना चाहिए
[00:02:36] जो एक प्रोफेशनल या फिर बिजनेस अकाउंट में होना चाहिए दूसरा होना चाहिए आपके पास में एक N10 होस्टिंग तो
[00:02:41] देखो N10 होस्टिंग जो है वो N10 के प्लेटफार्म से अगर आप लेते हो तो आपको काफी जो है वो
[00:02:45] महंगा पड़ेगा आपके क्लाइंट को भी महंगा पड़ेगा इसमें आपको सिर्फ और सिर्फ $29 के अंदर में आपको लगभग लगभग
[00:02:51] $2500 एग्जीक्यूशन वर्क फ्लोस मिलते हैं जो सिर्फ प्रैक्टिस सेशन में काम आते हैं बट रियल लाइफ केस में यह
[00:02:56] आपके लिए बहुत कम पड़ जाएंगे और यह बहुत कॉस्टली भी होगा तो इसका बेस्ट सशन है होस्टिंगर वीपीएस सर्वर
[00:03:01] होस्टिंग और वीpएस सर्वर के अंदर में आप आराम से बहुत ही इजीली और बहुत ही अफोर्डेबल के अंदर में
[00:03:07] आप N10 को होस्ट कर सकते हो और इसके अंदर में आपके लिए और आपके क्लाइंट्स के वर्क फ्ल्लोस को
[00:03:11] भी आराम से होस्ट कर सकते हो इसको कैसे सेटअप करना है मैंने मेरी पिछली वीडियो में एक्सप्लेन किया था
[00:03:16] जो मैं आपको आई बटन में दे दूंगा लिंक मैंने डिस्क्रिप्शन में दे रखी है अगर आप जाके उस लिंक
[00:03:20] से लोगे तो आपको एक कूपन कोड मिलेगा आप वो कूपन कोड डालोगे तो आपको 10% ऑफ भी मिलेगा और
[00:03:24] यह आपके लिए एक बेस्ट इन्वेस्टमेंट होगी तो जरूर जाके चेक करना लिंक को मैंने डिस्क्रिप्शन में दे रखा है
[00:03:29] और आगे मैंने कूपन कोड भी दे रखा है वो कूपन कोड आप अप्लाई करना आपको 10% डिस्काउंट जरूर मिल
[00:03:33] जाएगा तीसरी चीज है Facebook डेवलपर अकाउंट यह बेसिकली आपका एक Facebook अकाउंट होता है जिस पे आप डेवलपर सेक्शन
[00:03:38] में जाके अपने प्रोफाइल को कन्वर्ट करते हो डेवलपर के अंदर में और बहुत ही सिंपल है कोई भी इसके
[00:03:42] अंदर में ज्यादा कॉम्प्लिकेटेड चीज नहीं है आज हम लोग इसको देखेंगे कि हम लोग कैसे कर सकते हैं और
[00:03:46] चौथी चीज है pin को वेक्टर डेटाबेस पे अकाउंट यह फ्री अकाउंट है मैं आपको आगे वीडियो में बताऊंगा कि
[00:03:51] इसको हमें कैसे साइन अप करना है और इसके अंदर में हमको हमारा डेटाबेस को डालना पड़ेगा जो हमारा नॉलेज
[00:03:56] बेस रहेगा उसको वहां पर डालना पड़ेगा और वो भी हम लोग कैसे उसमें अपलोड करेंगे वो भी हम लोग
[00:04:01] आगे वीडियो में सीखेंगे एंड लास्ट बट नॉट द लीस्ट चैट जीपीटी का एपीआई जो हमारा एक ब्रेन की तरह
[00:04:06] काम करेगा इस पूरे चैटबॉट को अंडरस्टैंड करके रिप्लाई क्रिएट करने के लिए तो अगर इस चैनल पे नए हो
[00:04:12] तो जल्दी से सब्सक्राइब कर लो लाइक कर दो वीडियो को कमेंट कर देना एंड शेयर कर देना अपने फ्रेंड्स
[00:04:17] के साथ और वीडियो को बहुत ध्यान से देखना एंड तक देखना क्योंकि इसमें कुछ ऐसी स्टेप्स हैं जो अगर
[00:04:23] आप थोड़ा बहुत भी मिस कर गए एक दो सेकंड भी अगर आप मिस कर गए तो डेफिनेटली जो है
[00:04:27] ना आपको इसके अंदर में एरर आने ही वाला है जो आप कभी सॉल्व नहीं कर पाओगे तो वीडियो को
[00:04:31] एंड तक जरूर देखना और ये ब्लूप्रिंट मैं आपको फ्री में दूंगा और इसको फ्री में कैसे लेना है यह
[00:04:36] मैं आपको वीडियो के एंड तक में बताऊंगा तो आप एंड तक जरूर देखना कि इसको फ्री में कैसे डाउनलोड
[00:04:41] कर सकते हैं और इसको फिर आप अपलोड करके कैसे इसको को यूज़ कर सकते हैं तो चलो चलते हैं
[00:04:46] स्क्रीन के ऊपर में और बनाते हैं Instagram का चैट बॉट तो सबसे पहले हम लोग क्या करेंगे हम लोग
[00:04:50] लॉग इन कर लेंगे हमारे वर्क फ्लो के अंदर में और इसको हम लोग नेम दे देंगे सबसे पहले आई
[00:04:55] जी बॉट ठीक है मैंने ऐसे एक नेम दे दिया है आप जो चाहे नेम दे सकते हो और सेव
[00:04:59] पे क्लिक कर दोगे और एक अच्छी प्रैक्टिस यह है कि सेटिंग में जाके आप सबसे पहले आपका टाइम जोन
[00:05:04] जो है वो सेट करोगे तो मेरा है एशिया कोलकाता तो मैं उसको सेट कर लूंगा ये एक अच्छी प्रैक्टिस
[00:05:11] है इसको आप जरूर फॉलो करें फिर यहां पे क्या होगा हम लोग वेबक का इस्तेमाल करेंगे तो सबसे पहले
[00:05:16] हम लोग क्या करेंगे यहां पे वेबक ले लेंगे
[00:05:21] और यहां पे हम लोग क्या करेंगे मेथड गेट ही रहेगा रिस्पॉन्ड टू वेबक नोड पे हम लोग सेलेक्ट कर
[00:05:29] लेंगे और एक रिस्पॉन्ड टू वेबक नोड भी सेलेक्ट कर लेंगे और यहां पे इसको हम लोग कनेक्ट कर देंगे
[00:05:38] एंड यहां पर रिसोंड विद में हम लोग क्या करेंगे टेक्स्ट पे क्लिक करेंगे एंड अब इसको हम लोग ऐसे
[00:05:45] ही रहने देंगे और इस पे सेव पे क्लिक करेंगे अब सेकंड स्टेप Facebook डेवलपर अकाउंट तो आप मेक श्योर
[00:05:50] करो कि आपका जो Instagram अकाउंट है वो आपके Facebook के अकाउंट से कनेक्टेड है ठीक है क्योंकि तभी वो
[00:05:55] दिखेगा उसके अंदर में और आपका जो Facebook अकाउंट है वो उसी ब्राउज़र के अंदर में लॉग इन होना चाहिए
[00:06:00] तो सबसे पहले मैं क्या करूंगा मैं चले जाऊंगा Google पे और मैं टाइप करूंगा Facebook डेवलपर और जो यह
[00:06:08] पहली लिंक है मेटाफॉर डेवलपर्स इस पे क्लिक कर दूंगा और आप देख रहे हो मेरा पहले से लॉग इन
[00:06:12] है अगर यहां पे लॉग इन रहा है तो आप इसको लॉग इन कर लो लॉग इन करने के बाद
[00:06:15] में यहां पे आपको दिखेगा माय एप्स माय एप्स पे क्लिक कर दूंगा ठीक है बेसिकली हम लोग क्या करेंगे
[00:06:21] हम लोग एक Instagram ऐप बनाएंगे Facebook अकाउंट Facebook के डेवलपर वाले सेक्शन के अंदर में और उस ऐप के
[00:06:27] थ्रू हमारा चैटबॉट जो है वो बनेगा तो यहां पे आप देखो कुछ मैंने ऑलरेडी बनाए हुए हैं तो यहां
[00:06:31] पे हम लोग एक और क्रिएट ऐप पे क्लिक कर देंगे यहां पे आप ऐप नेम दे दो मैं दे
[00:06:35] दूंगा फिट ब्रो बॉट ठीक है नेक्स्ट फिर यहां पे अदर्स पे क्लिक करके नीचे चले जाना है और अदर्स
[00:06:44] पे वापस से क्लिक करके नेक्स्ट पे क्लिक करना है फिर यहां पे आपको बिनेस पे क्लिक करना है और
[00:06:48] नेक्स्ट पे क्लिक करना है फिर यहां पे अगेन इसको ऐसे ही रहने देंगे और क्रिएट ऐप पे क्लिक कर
[00:06:52] दोगे फिर यहां पे वो आपको पासवर्ड पूछेगा आप आपका जो Facebook का पासवर्ड है वो डाल के आप इसको
[00:06:57] सबमिट कर दोगे और साइन इन कर दोगे तो यह एक आपका ऐप जो है वो क्रिएट हो गया ये
[00:07:01] है आपकी ऐप आईडी ठीक है अब यहां पे हम लोग सबसे पहले क्या करेंगे हम लोग यहां पे Instagram
[00:07:06] जो आपको दिख रहा है ना इस पे सेटअप पे क्लिक कर देंगे और यहां पे अभी आपको कुछ ऐसा
[00:07:10] इंटरफ़ेस दिखेगा ठीक है तो यहां पे आपको दिखेगा डेवलपमेंट जो है वो अभी लाइव नहीं है तो यहां पे
[00:07:15] डेवलपमेंट लाइव करने के पहले आपको कुछ चीजें करनी पड़ेगी जो आपको मेटा आपसे मांगता है तो सिंपल है आपको
[00:07:20] यहां पे अ ऐप सेटिंग में जाना है और बेसिक पे क्लिक करना है और अब यहां पे वो क्या
[00:07:25] मांगेगा ना वो आपसे प्राइवेसी पॉलिसी मांगेगा और टर्म्स ऑफ सर्विज ऑफ यूआरएल ये दो चीज मांगेगा अगर आपके पास
[00:07:30] में ऑलरेडी कोई वेबसाइट है प्राइवेसी पॉलिसी कहीं पे आपने डाल के रखी है ऑनलाइन के ऊपर में ठीक है
[00:07:35] तो उसकी लिंक आप यहां पे पोस्ट कर सकते हो नहीं है कोई दिक्कत नहीं आप चले जाओ Google Pay
[00:07:41] और Na10 प्राइवेसी पॉलिसी आप टाइप करो उसकी जो प्राइवेसी पॉलिसी है उसी को आप लिंक को कॉपी कर लो
[00:07:46] ठीक है और यहां पे जो है आप पेस्ट कर दो सेम विद टर्म्स ऑफ सर्विज के साथ में भी
[00:07:52] तो यहां पे आप चले जाओ एनएन की टर्म्स ऑफ सर्विसेस ले लो ये आप कॉपी कर लो और यहां
[00:08:02] पे आके आप पेस्ट कर दो ठीक है और यहां पे नीचे जाके आपको सेव पे क्लिक कर देना है
[00:08:07] दैट्स इट अभी आप आपका एप लाइव कर सकते हो तो सबसे पहले हम क्या करेंगे हम लोग यहां पे
[00:08:11] Instagram पे क्लिक करेंगे और एपीआई सेटअप विथ Instagram लॉग इन पे क्लिक करेंगे राइट और हम लोग क्या करेंगे
[00:08:16] इसको डेवलपमेंट से लाइव पे क्लिक कर देंगे तो हमारा ऐप जो है वो लाइव हो गया लेकिन इसमें और
[00:08:21] भी बहुत सारी टेक्निकल चीजें हैं ठीक है तो मैं बताता हूं आपको फाइन अभी जैसे ही हमने लाइव कर
[00:08:27] दिया है तो यहां पे आप देखो Instagram एप नेम आपको दिखेगा FIBR बॉट आईजी ठीक है ना आपने FIB
[00:08:33] FIBR बॉट दिया नाम नाम आईजी उसने अपने आगे लगाया क्योंकि वो Instagram के लिए है फिर यहां पे आपको
[00:08:37] दिखेगा जनरेट एक्सेस टोकन यहां पे सबसे पहले क्या करेंगे यहां पे जनरेट एक्सेस टोकन है इसको अभी रहने देंगे
[00:08:44] कॉन्फ़िगर वेब तो यहां पे आपको कॉल बैक यूआरएल दिखा रहा है और वेरीफाई टोकन दिखा रहा है ठीक है
[00:08:48] तो कॉल बैक यूआरएल में हमको हमारे N10 का जो यूआरएल है वो पेस्ट करना है तो हम लोग N10
[00:08:54] में चले जाएंगे यहां पे डबल क्लिक करेंगे और यहां पे जो ये टेस्ट यूआरएल है इसको कॉपी कर लेंगे
[00:08:58] मेथड हमारा गेट है और यूजिंग रिस्पोंड टू वेब ठीक है यह देख लिया और यहां पे इसको इधर आके
[00:09:06] पहले पेस्ट करना है और फिर वेरीफाई टोकन में आप कुछ भी लिखो 1 2 3 4 5 मैंने ये
[00:09:11] लिख दिया फिर एनएल में जाके मैं एग्जीक्यूट वर्क फ्लो पे क्लिक करूंगा और यहां पे वापस आके वेरीफाई एंड
[00:09:17] सेव पे क्लिक करूंगा पहले वहां पे सेलेक्ट करूंगा ऑन और फिर यहां सेलेक्ट करूंगा तो देखो कॉल बैक यूआरएल
[00:09:22] और वेरीफाई टोकन कुड नॉट बी वैलिडेटेड ठीक है मतलब एरर दिखा रहा है सो यहां पे हम लोग जाके
[00:09:26] देखेंगे तो यहां पे आपको वो डेटा तो फैच किया है लेकिन वो एरर दिखाया क्यों एरो दिखा है क्योंकि
[00:09:31] हम लोगों ने रिस्पॉन्स टू वेब को अभी सही तरीके से उसके अंदर में कॉन्फ़िगर नहीं किया तो जैसे ही
[00:09:36] ये फर्स्ट स्टेप हो जाए यहां पे क्या करना है यहां पे आपको दिख रही है रिस्पांस बॉडी तो यहां
[00:09:40] पे आपको क्या सर्च करना है यहां पे आपको सर्च करना है चैलेंज hub hub डॉट चैलेंज ये सर्च करना
[00:09:46] है अब ये कहां से आया तो ये जब आप Instagram की एपीआई डॉक्यूमेंटेशन वो पढ़ोगे ना वहां पे ये
[00:09:52] सारी चीज़ है कि आपको यह Hub डॉट चैलेंज जो है यह आपका रिस्पांस बॉडी में होना चाहिए जभी भी
[00:09:56] वहां से वो वेब से डाटा हो के रिसोंड टू वेब में जा रहा है ना बेसिकली वो कनेक्ट हो
[00:10:00] रहा है आपके जो फिट बॉट आप ने बनाया है Facebook पे तो उसको कनेक्ट होने के लिए जो है
[00:10:05] ना आप ये सारी प्रोसीजर कर रहे हो ठीक है तो ये कनेक्ट होने के लिए कुछ पैराटर्स है कि
[00:10:09] उसी के वैल्यूज जाने चाहिए तो ये हब डॉट चैलेंज जो है वो उस वो एक पैरामीटर है तो इसको
[00:10:14] आप क्या करोगे यहां पे ड्रैग कर दोगे ठीक है अब ड्रैग करने के बाद में क्या करोगे आप इसको
[00:10:19] फिर से एग्जीक्यूट वर्क फ्लो पे क्लिक कर दोगे और यहां पे Facebook में जाके वेरीफाई एंड सेव पे फिर
[00:10:23] से क्लिक कर दोगे अब इस दौरान क्या होगा ना देखो वो पूरा पेज रिफ्रेश होगा एंड यहां पे देखो
[00:10:28] ग्रीन साइन दिख गया ठीक है मतलब वो कनेक्टेड हो गया ठीक है ये कनेक्टेड हो गया और ये रिसोंड
[00:10:33] टू वेब है ना वो इसका काम सिर्फ यहीं तक है मान लो बीच में कभी भी आपका अगर डिस्कनेक्ट
[00:10:37] होता है या कुछ सही से नहीं हो पा रहा है ना तो आपको फिर से रिसोंड टू वेब कनेक्ट
[00:10:41] करके उसको कनेक्ट करना पड़ेगा तो ये यहां पे से हम लोग इसको अभी निकाल देंगे अब हमारा इसको जो
[00:10:46] वेबक है ये वेब को http मेथड जो हमारा गेट था इसको अभी हम पोस्ट कर देंगे क्योंकि अभी हम
[00:10:52] लोग डेटा ले रहे थे अभी हम लोग यहां से डेटा भेजेंगे जो हमारा Instagram पे जो भी हमको मैसेज
[00:10:56] करेगा ठीक है इसको ध्यान से देखना और यहां से इसको मैं इमीडिएटली पे सेलेक्ट कर दूंगा ये मैंने चीज
[00:11:01] कर दी इसके बाद में यहां पे मैं सेव कर दूंगा अब यहां पे क्या आएगा यहां पे आएगा मेरा
[00:11:05] एआई एजेंट तो यहां पे मैं इसको ले लूंगा एआई एजेंट को और यहां पे इसको मैं डिफाइन बिलो को
[00:11:14] सेलेक्ट कर दूंगा और यहां पे जो अभी यहां पे देखो कोई भी ऑप्शन नहीं है जो टेक्स्ट वग़ैरह कुछ
[00:11:20] भी है तो इसको फिलहाल मैं कनेक्टेड चैट्स पे रहने दूंगा फॉर अ टेंपररी और चैट मॉडल को जो है
[00:11:25] मैं अपना ओपन एi अकाउंट जो है वह कनेक्ट कर दूंगा ओपन एi के लिए एपीआई कैसे लेते हैं आप
[00:11:31] मैंने ऑलरेडी पुराने वीडियो.com में बताया था मैं डिस्क्रिप्शन में लिंक दे दूंगा आई बटन में भी लिंक दे दूंगा
[00:11:36] वहां से जाके आप चेक कर लेना वहां से एपीआई कीज़ आपको मिल जाएंगी तो मैं यही मॉडल को सेलेक्ट
[00:11:40] करूंगा तो अभी ओपन एi यहां पे सेलेक्ट करने के बाद में हमने एक चीज हम लोग मिस कर गए
[00:11:44] है वो है हमारा Instagram के अकाउंट को ऐड करना तो हम लोग क्या करेंगे फिट ब्र पे चले जाएंगे
[00:11:48] और यहां पे ऐड अकाउंट पे क्लिक करेंगे यहां पे जैसे आप कंटिन्यू पे क्लिक करोगे तो आपको Instagram लॉग
[00:11:54] इन का ऑप्शन आएगा वो लॉग इन के ऊपर में आपको आपका जो भी अकाउंट पे चैटबॉट बनाना है उसको
[00:11:58] आपको लॉग इन करना है और जैसे ही आप लॉग इन करोगे यहां पे आपको अलऊ कर देना है ठीक
[00:12:03] है अब आप देख रहे हो मेरा अकाउंट जो है वो कनेक्ट हो गया है ठीक है अभी यहां पे
[00:12:07] जनरेट टोकन का ऑप्शन आएगा अभी उसको हम लोग रहने देते हैं तो अभी मैं क्या करूंगा अपना Instagram को
[00:12:12] लॉग इन करके साइड में ओपन कर दूंगा तो यहां पे मेरा Instagram लॉगिन है और मैं मेरे इस अकाउंट
[00:12:17] से बात करूंगा ठीक है सो मैं क्या करता हूं मैं पहले जाऊंगा एनए 10 के अंदर में और एग्जीक्यूट
[00:12:22] वर्क फ्लो पे क्लिक कर दूंगा और फिर मैं मेरे Instagram अकाउंट से मैसेज करूंगा सो आप देख रहे हो
[00:12:28] मैंने मैसेज कर दिया हाय अभी यहां पे आप देखोगे तो यहां पे ये ट्रिगर तो हो गया लेकिन यहां
[00:12:33] पे आपको एक प्रॉब्लम आ गया ठीक है कि प्रॉब्लम इन नड एi एजेंट कोई प्रॉब्लम नहीं ठीक है चलो
[00:12:37] ठीक है वहां से आपने ये ले लिया अब यहां पे आपको क्या करना है ना यहां पे आप डिफाइन
[00:12:41] बिलो पे क्लिक करोगे और फिर यहां पे जो टेक्स्ट आपका आया था आपने क्या लिखा था हाय इसको आप
[00:12:46] यहां पे डाल दोगे प्र्प यूजर में दैट्स इट ठीक है इसके लिए हमने ये चीज की थी ओके अब
[00:12:51] यहां पे ये इंटीग्रेट हो गया अब ये इंटीग्रेट हो गया अब इसके बाद में क्या हो सकता है जभी
[00:12:55] भी हम मैसेज करें या सामने से रिप्लाई आए तो हो सकता है वो डुप्लीकेट हो मतलब हमारा ही मैसेज
[00:13:00] वापस से वो रीड करे जो कि हम नहीं चाहते ठीक है तो हम लोग क्या वरना क्या होगा ना
[00:13:05] वो लूप लूप क्रिएट उतरेगा हाय पे फिर हाय हाय हाय हाय ये सारा चीजें हाय हाय हो गया सॉरी
[00:13:09] तो ये सारा चीजें जो है वो उसमें होता रहेगा तो यहां पे हम लोग क्या करेंगे स्विच डालेंगे बट
[00:13:13] स्विच के पहले हम लोग क्या करेंगे हम लोग सबसे पहले हमारे उसी अकाउंट से एक और मैसेज रिप्लाई करेंगे
[00:13:19] ठीक है सो एग्जीक्यूट वर्क फ्लो पे हम लोग क्लिक करके रखेंगे और यहां पे मैं इसे मैसेज रिप्लाई कर
[00:13:24] दूंगा हे अब यहां पे जो फिर से एग्जीक्यूट हो गया और यहां पे प्रॉब्लम आ गई ठीक है तो
[00:13:29] हम लोग क्या करेंगे यहां पे एक स्विच नोड ऐड करेंगे और इस स्विच नोड में हम लोग क्या करेंगे
[00:13:33] कि ये हमारा टेक्स्ट है ओके हम लोग फिर से एक बार मैसेज कर लेते हैं इसको एग्जीक्यूट करके एक
[00:13:40] बार फिर से मैसेज करते हैं फ्रॉम दी अदर अकाउंट अब ये हो गया है ठीक है हाय करके ऑप्शन
[00:13:47] इसमें आ गया स्विच नोड में हम लोग क्या करेंगे यहां पे हम लोग देखेंगे जो हमारा टेक्स्ट है ये
[00:13:52] टेक्स्ट हमने रूल्स क्या करें और इसको हम लोग लिखेंगे स्ट्रिंग एग्ज़िस्ट मतलब जभी भी टेक्स्ट मैसेज आएगा तो ही
[00:13:59] रिप्लाई करना है इसके अंदर में आप ऐड कर सकते हो वॉइस ऐड कर सकते हो पीडीएफ ऐड कर सकते
[00:14:04] हो ठीक है वो एडवांस लेवल पे है तो हम लोग आज के लिए सिर्फ टेक्स्ट करेंगे कि टेक्स्ट आया
[00:14:07] तो ही मतलब वो ये वर्क करेगा ओके और दूसरी चीज कि हमारा ही मैसेज को रिपीट ना करे उसके
[00:14:15] लिए हम लोग एक इसमें इफ वाला नोड ऐड कर लेंगे ठीक है तो यहां पे हमको देखना है एकको
[00:14:21] सर्च करना है अभी यहां पे एकको दिख नहीं रहा है मतलब कि हमारा ही कोई मैसेज उसने अभी तक
[00:14:24] नहीं पकड़ा है तो हम लोग एग्जीक्यूट करके हमारे उसी जो चैटबॉट वाला अकाउंट है उससे एक मैसेज रिप्लाई करेंगे
[00:14:30] सो यहां पर जाके मैं हे टाइप कर देता हूं और यहां पे देखो एग्जीक्यूट हो गया ओके अब यहां
[00:14:37] पर मैं अगर इसको ओपन करूं तो यहां पर मैं सर्च करता हूं एकको सो अभी आपको दिख रहा है
[00:14:42] एकको एकको बेसिकली क्या है मैसेज इज एकको मतलब हमारा ही मैसेज हमें सुना दिख रहा है या सुनाई दे
[00:14:47] रहा है ये इसके एपीआई डॉक्यूमेंटेशंस के पैरामीटर्स हैं उसमें आप चेक कर सकते हो तो इसको मैं क्या करूंगा
[00:14:52] यहां पे ड्रैग कर दूंगा और इसकी भी मैं एक रूल लगा दूंगा अह स्ट्रिंग्स डज़ नॉट एग्ज़िस्ट ठीक है
[00:15:00] मतलब कि अगर एकको नहीं है तभी आगे मैसेज भेजना है ठीक है यही चीज हुआ कि एकको नहीं है
[00:15:07] मतलब मेरा मैसेज अगर नहीं है तो सामने वाले का मैसेज होगा ठीक है तो सामने वाले का मैसेज अगर
[00:15:12] होगा तभी उसको ट्रू वाले ब्रांच में भेजना है वरना इसमें दूसरे ब्रांच पे भेजना है तो ट्रू ब्रांच हमारा
[00:15:16] कब होगा कि जब वो एक्जिस्ट नहीं करता है एकको नहीं है सामने वाले का मैसेज है ठीक है ना
[00:15:21] तो वो आगे भेजेगा अगर एकको है तो वो वहीं पे इसको छोड़ देगा ठीक है सो यहां पे मैं
[00:15:25] इसको क्या करता हूं एग्जीक्यूट स्टेप पे क्लिक कर दूंगा ठीक है रॉन्ग टाइप इज़ a बुलियन कोई दिक्कत नहीं
[00:15:30] है चलता है इसको चलो बुलियन पे डज़ नॉट एक्सिस्ट पे सेलेक्ट कर देंगे कोई मसला नहीं है लो एग्जीक्यूट
[00:15:36] स्टेप पे हो गया ठीक है बुलियन पे आपको इसको सेलेक्ट कर देना अब यहां पे हम लोग क्या करेंगे
[00:15:41] नाव अब हम लोग हमारे एआई एजेंट को जो उसका सिस्टम प्र्ट है वो देंगे सबसे पहले हम लोग क्या
[00:15:47] करेंगे ऐड इस पे ऐड ऑप्शन पे सिस्टम प्र्ट तो मैं ये प्र्प्ट यहां पे पेस्ट कर दूंगा ठीक है
[00:15:54] अब मैंने यहां पे जो है प्र्प्ट को पेस्ट कर दिया है सो प्र्प हम लोग क्या है एक बार
[00:15:58] देख लेंगे सो आप देखो यहां पर मैंने ऐसे कुछ स्टेप्स दिए हैं ये मैंने चैट जेबीटी की हेल्प से
[00:16:03] दिया है ठीक है और क्योंकि हम लोग फिटेस्ट बॉट बना रहे हैं तो कुछ चीजें हम लोग को क्वालीफाई
[00:16:08] करने के लिए भी लगेगी जैसे कि अगर यहां पे आप देखोगे तो हम उसको पूछ रहे हैं व्हाट इज
[00:16:11] योर फुल नेम WhatsApp नंबर ईमेल एज जेंडर करंट वेट वगैरह बीएएमआई कैलकुलेट करने के लिए ठीक है तो उसके
[00:16:17] लिए मैं एक Google शीट बना दूंगा और उस Google शीट जो है वो मेरा एक सीआरएम की तरह होगा
[00:16:21] जहां पे सबका डेटाबेस जो है वो स्टोर रहे तो मैं मैंने ऑलरेडी Google शीट बना रखी है तो यह
[00:16:25] वो Google शीट है यहां पे आप देखो फुल नेम WhatsApp नंबर विद कंट्री कोड ईमेल आईडी हाइट वेट जेंडर
